"track_name","artist_name","track_genre","artist_id","track_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_ms","explicit"
"7 rings","Ariana Grande","Hip-Hop","66CXWjxzNUsdJxJ2JdwvnR","6ocbgoVGwYJhOv1GgI9NsF",0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,4,178626,TRUE
"No Diggity","Blackstreet","Hip-Hop","2P3cjUru4H3fhSXXNxE9kA","5tzDYbMDhomaADt9hKhANt",0.867,0.646,1,-4.674,0,0.288,0.303,0,0.279,0.67,88.634,4,304600,FALSE
"Bound 2","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","3sNVsP50132BTNlImLx70i",0.367,0.665,1,-2.821,1,0.0465,0.145,0,0.113,0.31,148.913,4,229146,TRUE
"Kiss Me More (feat. SZA)","Doja Cat","Hip-Hop","5cj0lLjcoR7YOSnhnX0Po5","5cOyxjetBT7kRnqL68madd",0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,4,208666,TRUE
"Waterfalls","TLC","Hip-Hop","0TImkz4nPqjegtVSMZnMRq","6qspW4YKycviDFjHBOaqUY",0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,4,279506,FALSE
"DNA.","Kendrick Lamar","Hip-Hop","2YZyLoL8N0Wb9xBt1NhZWg","4odAJ4IxmYzy3co4TeYP24",0.638,0.523,1,-6.664,1,0.357,0.00454,0,0.0842,0.422,139.913,4,185946,TRUE
"What You Know","T.I.","Hip-Hop","4OBJLual30L7gRl5UkeRcT","0CAJdthKDdRjB2h8YOguN6",0.551,0.81,11,-4.365,1,0.0344,0.0155,0,0.169,0.332,73.464,4,274333,TRUE
"Roses","Outkast","Hip-Hop","1G9G7WwrXka3Z1r7aIDjI7","4l8hbpGBFlNtWF4bTGzauc",0.761,0.694,0,-4.704,1,0.0565,0.00703,1.11e-05,0.117,0.449,108.977,4,369320,FALSE
"Intro","Gorillaz","Hip-Hop","3AA28KZvwAUcZuOKwyblJQ","2zavoMfVVPJMikH57fd8yK",0.259,0.651,10,-14.651,1,0.0589,0.86,0.98,0.165,0.656,134.972,4,67133,FALSE
"Money Trees","Kendrick Lamar","Hip-Hop","2YZyLoL8N0Wb9xBt1NhZWg","3EE965qLbCCUaeuZHnR7aY",0.716,0.531,7,-7.355,1,0.122,0.0703,0,0.224,0.344,71.994,4,386906,TRUE
"Big Poppa","The Notorious B.I.G.","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miss Independent","Ne-Yo","Hip-Hop","21E3waRsmPlU7jZsS13rcj","4VlftrwUifLj9MnndgtgE2",0.667,0.676,1,-5.706,1,0.123,0.525,0,0.213,0.74,171.807,4,232000,FALSE
"Intergalactic","Beastie Boys","Hip-Hop","03r4iKL2g2442PT9n2UKsx","25xrilkwjdnaWxdA96mdnl",0.789,0.778,10,-7.39,0,0.0694,0.0389,0.0032,0.116,0.627,97.923,4,234453,FALSE
"Pursuit of Happiness (Nightmare)","Kid Cudi","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The World Is Yours","Nas","Hip-Hop","20qISvAhX20dpIbOOzGK3q","5FHXxdJeq1iAE9PjDTEgyd",0.678,0.794,10,-6.186,0,0.14,0.274,1.68e-06,0.124,0.54,87.374,4,290573,TRUE
"Super Rich Kids","Frank Ocean","Hip-Hop","2h93pZq0e7k5yf4dywlkpM","0K9oqDmJBgSFjXU1bUY9Fk",0.739,0.419,3,-8.241,0,0.0854,0.219,0,0.196,0.58,60.493,4,304760,TRUE
"Ready or Not","Fugees","Hip-Hop","2WKdxPFRD7IqZvlIAvhMgY","3vZO25GdYuqFrR1kzZADnp",0.607,0.422,10,-13.364,0,0.499,0.209,0,0.0839,0.563,130.47,3,226986,TRUE
"White Light","Gorillaz","Hip-Hop","3AA28KZvwAUcZuOKwyblJQ","7hnW9af7GuGH5lyUUTa8UH",0.595,0.831,11,-7.846,0,0.265,0.00135,0.822,0.34,0.407,154.845,4,133066,FALSE
"All of the Lights (Interlude)","Kanye West","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hotline Bling","Drake","Hip-Hop","3TVXtAsR1Inumwj472S9r4","0wwPcA6wtMf6HUMpIRdeP7",0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,4,267066,FALSE
"Right Now (Na Na Na)","Akon","Hip-Hop","0z4gvV4rjIZ9wHck67ucSV","5uPNVv8n9EdpLt5blHvr2X",0.83,0.857,8,-4.194,0,0.152,0.262,0,0.413,0.607,137.982,4,240746,FALSE
"Alright","Kendrick Lamar","Hip-Hop","2YZyLoL8N0Wb9xBt1NhZWg","6oakQZRgFZ5FRHDr3GoiPF",0.796,0.766,7,-5.974,1,0.238,0.0742,0,0.0827,0.558,110.034,4,219333,TRUE
"It Wasn't Me","Shaggy","Hip-Hop","5EvFsr3kj42KNv97ZEnqij","3e2IgxOmhjCA5ryaCyBHV0",0.852,0.602,0,-4.594,1,0.0659,0.0481,0,0.331,0.66,94.749,4,227560,FALSE
"Don't Cha","The Pussycat Dolls","Hip-Hop","6wPhSqRtPu1UhRCDX5yaDJ","4o3cq2szX7THGyZDsWtp59",0.875,0.634,1,-3.484,1,0.0978,0.00426,3.64e-06,0.111,0.531,120.001,4,272080,FALSE
"Survivor","Destiny's Child","Hip-Hop","1Y8cdNmUJH7yBTd9yOvr5i","5sN8MGWR2pu2Rn3oAOPYXt",0.524,0.904,8,-2.071,1,0.398,0.0533,0,0.776,0.655,161.188,4,254040,FALSE
"Pop Bottles (Main)","Birdman","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Numb/Encore","Jay-Z and Linkin Park","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"My Love","Justin Timberlake","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Price Tag","Jessie J","Hip-Hop","2gsggkzM5R49q6jpPvazou","5mvKuE9Lf9ARVXVXA32kK9",0.638,0.831,5,-3.944,1,0.182,0.0281,3.06e-06,0.277,0.685,175.038,4,223053,FALSE
"Don't Get Lost in Heaven","Gorillaz","Hip-Hop","3AA28KZvwAUcZuOKwyblJQ","4hjGZN8poACfjWCK3Og6vY",0.405,0.413,2,-10.384,1,0.0342,0.972,5e-04,0.156,0.4,124.982,4,131866,FALSE
"Lights Please","J. Cole","Hip-Hop","6l3HvQ5sa6mXTsMTB19rO5","6sZv0ECT8cEW3oZtoCuVg4",0.813,0.563,7,-7.083,1,0.269,0.0293,0,0.125,0.761,83.009,4,208160,TRUE
"Can I Kick It?","A Tribe Called Quest","Hip-Hop","09hVIj6vWgoCDtT03h8ZCa","3Ti0GdlrotgwsAVBBugv0I",0.848,0.666,0,-6.547,1,0.274,0.173,0.000699,0.129,0.744,96.662,4,251573,FALSE
"November Has Come","Gorillaz","Hip-Hop","3AA28KZvwAUcZuOKwyblJQ","6lrDckuosGpwEHtm1hHBcf",0.702,0.567,7,-8.561,1,0.239,0.0815,2.75e-05,0.0864,0.667,84.153,4,165093,FALSE
"Runaway","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","3DK6m7It6Pw857FcQftMds",0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,4,547733,TRUE
"Backseat Freestyle","Kendrick Lamar","Hip-Hop","2YZyLoL8N0Wb9xBt1NhZWg","3wtzWrddgtWoq7TYWMKwkD",0.546,0.651,1,-7.601,1,0.3,0.000739,0,0.235,0.646,77.878,4,212653,TRUE
"Glamorous","Fergie","Hip-Hop","3r17AfJCCUqC9Lf0OAc73G","0SICy0GePkoAW5M61G6OgU",0.81,0.761,0,-6.462,1,0.22,0.304,0,0.0756,0.597,130.983,4,246586,FALSE
"Rich Girl","Gwen Stefani","Hip-Hop","4yiQZ8tQPux8cPriYMWUFP","7HDLlU5FmQ3gijvtcXXBGG",0.856,0.748,7,-2.719,0,0.0425,0.027,3.11e-05,0.184,0.76,98.02,4,236213,FALSE
"Thank U, Next","Ariana Grande","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ride","Twenty One Pilots","Hip-Hop","3YQKmKGau1PzlVlkL1iodx","2Z8WuEywRWYTKe1NybPQEW",0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,4,214506,FALSE
"Rehab","Rihanna","Hip-Hop","5pKCCKE2ajJHZ9KAiaK11H","3DAGzFTBUUikHHJmkPnlLM",0.588,0.793,4,-5.848,0,0.0483,0.00289,4.29e-05,0.297,0.472,79.99,4,294720,FALSE
"nights","Frank Ocean","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fight for Your Right","Beastie Boys","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Homecoming","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","2HBmjEubzEnSaLKIkPGKsU",0.67,0.747,1,-7.059,1,0.189,0.337,0,0.115,0.918,86.918,4,203493,TRUE
"Monster","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","1ZHYJ2Wwgxes4m8Ba88PeK",0.628,0.692,2,-5.64,1,0.202,0.00244,0.0129,0.668,0.0963,124.887,5,378893,TRUE
"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","Hip-Hop","246dkjvS1zLTtiykXe5h60","0RiRZpuVRbi7oqRdSMwhQY",0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96,4,157560,FALSE
"American Boy","Estelle","Hip-Hop","5T0MSzX9RC5NA6gAI6irSn","5ONMoRkrJ5lixfpHV6UUuB",0.727,0.729,0,-2.99,1,0.326,0.171,0,0.07,0.512,117.932,4,284733,TRUE
"Say So","Doja Cat","Hip-Hop","5cj0lLjcoR7YOSnhnX0Po5","5U97kTQUYlfdwQljioWD7V",0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,4,237893,TRUE
"Circles","Post Malone","Hip-Hop","246dkjvS1zLTtiykXe5h60","21jGcNKet2qwijlDFuPiPb",0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,4,215280,FALSE
"Temperature","Sean Paul","Hip-Hop","3Isy6kedDrgPYoTS1dazA9","4GshyqzEA4noIOEFhVcA3r",0.621,0.931,8,-5.331,1,0.224,0.531,0,0.722,0.643,129.507,4,221354,FALSE
"P.I.M.P.","50 Cent","Hip-Hop","3q7HBObVc0L8jNeTe5Gofh","6iyoJkFFkvZKFXeGVg93ih",0.836,0.746,10,-3.315,0,0.326,0.0404,9.84e-05,0.039,0.864,85.224,4,249373,FALSE
"Regulate","Warren G","Hip-Hop","2B4ZHz4QDWJTXPFPgO5peE","4uIKHABS2ixy0AW0Y31rj4",0.858,0.583,11,-10.921,0,0.218,0.323,1.08e-06,0.113,0.755,95.285,4,248866,TRUE
"Demon Days","Gorillaz","Hip-Hop","3AA28KZvwAUcZuOKwyblJQ","2k6hpKTyubRVOmQR11ViY3",0.499,0.637,2,-9.035,1,0.0401,0.0265,0.228,0.226,0.103,125.198,4,268400,FALSE
"Kick, Push","Lupe Fiasco","Hip-Hop","01QTIT5P1pFP3QnnFSdsJf","2R2vmKGFwo3rfHGNcjY9rz",0.666,0.844,5,-3.981,1,0.165,0.171,0,0.316,0.504,94.78,4,253533,FALSE
"Low (feat. T-Pain)","Flo Rida","Hip-Hop","0jnsk9HBra6NMjO2oANoPY","2YDO7rQQo3SRjI83BEttZ9",0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008,4,231400,FALSE
"Black and Yellow","Wiz Khalifa","Hip-Hop","137W8MRPWKqSmrBGDBFSop","5I79GNku8Oa7dhfM9ZOmuZ",0.684,0.834,2,-4.524,0,0.0675,0.0646,0,0.271,0.538,164.02,4,217666,TRUE
"Closer","Ne-Yo","Hip-Hop","21E3waRsmPlU7jZsS13rcj","4l6I3DIAVKTdTUZOhNvmMp",0.709,0.754,4,-6.453,0,0.0757,0.031,2.44e-05,0.162,0.572,126.039,4,234360,FALSE
"Why You Wanna","T.I.","Hip-Hop","4OBJLual30L7gRl5UkeRcT","1g0oI97rPdYuWDIpkbtQdv",0.802,0.772,1,-4.893,0,0.192,0.358,0,0.0603,0.654,96.046,4,215000,TRUE
"Killing Me Softly with His Song","Fugees","Hip-Hop","2WKdxPFRD7IqZvlIAvhMgY","0EKow7JeCxHtweqQyVy5ko",0.765,0.3,4,-16.597,0,0.128,0.0252,0,0.576,0.543,92.406,4,298733,FALSE
"Bad Girls","M.I.A.","Hip-Hop","0QJIPDAEDILuo8AIq3pMuU","3vh4UVXsvtMCfpOzVCIR4F",0.639,0.912,1,-2.621,1,0.0615,0.00107,0,0.097,0.343,143.448,4,227520,FALSE
"Cudi Zone","Kid Cudi","Hip-Hop","0fA0VVWsXO9YnASrzqfmYu","6P9uVc2SxCOAiextf4udxk",0.706,0.691,9,-5.86,0,0.0338,0.546,1.3e-06,0.366,0.597,134.751,4,259040,TRUE
"Like Toy Soldiers","Eminem","Hip-Hop","7dGJo4pcD2V6oG8kP0tJRR","6CN3e26iQSj1N5lomh0mfO",0.52,0.768,8,-3.489,0,0.359,0.0193,0.00034,0.104,0.398,79.178,4,296880,TRUE
"Knock Knock","Mac Miller","Hip-Hop","4LLpKhyESsyAXpc4laK94U","3zF2iSkV74H1atcypcba96",0.682,0.934,4,-2.527,0,0.151,0.107,0,0.749,0.484,109.029,4,197929,TRUE
"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes","Hip-Hop","4IJczjB0fJ04gs4uvP0Fli","4Ljs6Dvpz7Arf9Ac8RN7tn",0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,4,210960,FALSE
"So Fresh, So Clean","Outkast","Hip-Hop","1G9G7WwrXka3Z1r7aIDjI7","1HNKuSdaQE69ul4U58LetZ",0.716,0.651,5,-7.535,0,0.33,0.033,0,0.0992,0.928,166.05,3,240026,TRUE
"Poetic Justice","Kendrick Lamar","Hip-Hop","2YZyLoL8N0Wb9xBt1NhZWg","2Y1grgwNCnGjbNbpUqtjGe",0.779,0.572,6,-9.985,0,0.378,0.157,0,0.246,0.647,135.956,4,300160,TRUE
"wAp (fEAt. mEgAn thEe stAllIOn)","Cardi B","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nobody's Listening","Linkin Park","Hip-Hop","6XyY86QOPPrYVGvF9ch6wz","6O8Fqxnk5OlOivJHklfkPZ",0.502,0.831,2,-3.723,1,0.295,0.105,1.3e-06,0.174,0.451,199.972,3,178866,FALSE
"Rock the House","Gorillaz","Hip-Hop","3AA28KZvwAUcZuOKwyblJQ","0UQNHlrHiz19Htk7YTLVe5",0.754,0.825,2,-6.498,1,0.237,0.0748,7.18e-05,0.169,0.612,171.953,4,249200,TRUE
"Hell of a Life","Kanye West","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Good Feeling","Flo Rida","Hip-Hop","0jnsk9HBra6NMjO2oANoPY","2LEF1A8DOZ9wRYikWgVlZ8",0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,4,248133,FALSE
"Chanel","Frank Ocean","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stickwitu","The Pussycat Dolls","Hip-Hop","6wPhSqRtPu1UhRCDX5yaDJ","0mhVi5NpxkA3zzbiulfkow",0.657,0.55,9,-6.406,1,0.0475,0.301,0,0.0786,0.42,80.003,4,207506,FALSE
"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X","Hip-Hop","7jVv8c5Fj3E9VhNjxT4snq","5Z9KJZvQzH6PFmb8SNkxuk",0.741,0.691,10,-7.395,0,0.0672,0.0221,0,0.0476,0.892,150.087,4,212352,TRUE
"Take Care","Drake","Hip-Hop","3TVXtAsR1Inumwj472S9r4","124NFj84ppZ5pAxTuVQYCQ",0.629,0.515,0,-10.358,0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,4,277386,TRUE
"Whistle","Flo Rida","Hip-Hop","0jnsk9HBra6NMjO2oANoPY","3bC1ahPIYt1btJzSSEyyrF",0.747,0.937,0,-5.746,1,0.0453,0.0208,0,0.29,0.739,103.976,4,224653,FALSE
"Slow dancing in the dark","Joji","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Put On","Young Jeezy","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"All Falls Down","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","5SkRLpaGtvYPhw02vZhQQ9",0.657,0.734,8,-4.832,0,0.484,0.149,0,0.139,0.434,91.03,4,223506,TRUE
"The Monster","Eminem","Hip-Hop","7dGJo4pcD2V6oG8kP0tJRR","4WgvTITBJbEfCJHguiE7QS",0.781,0.853,1,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049,4,250188,TRUE
"Electric Relaxation","A Tribe Called Quest","Hip-Hop","09hVIj6vWgoCDtT03h8ZCa","32WDVNZXIAuu7EqncTTKjH",0.852,0.418,11,-12.823,1,0.42,0.246,0.35,0.126,0.651,98.237,4,243800,FALSE
"Street Lights","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","6j8gTlbhj9KJSeypNcNAS9",0.644,0.487,6,-9.654,1,0.034,0.0287,0.0166,0.206,0.467,125.528,4,189906,FALSE
"Right Round","Flo Rida","Hip-Hop","0jnsk9HBra6NMjO2oANoPY","5rfkmzDDHzpmbItVGn0avY",0.72,0.672,7,-6.852,1,0.0551,0.009,0,0.232,0.705,124.986,4,204640,FALSE
"Kiss Me Thru The Phone","Soulja Boy","Hip-Hop","6GMYJwaziB4ekv1Y6wCDWS","48BaNU5t0lamu8oX9JRObe",0.758,0.712,7,-3.781,1,0.112,0.0185,0,0.0677,0.795,149.997,4,193386,TRUE
"Good Life","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","3GVttx9eVHDl1v1BTGFcTI",0.439,0.808,1,-6.881,1,0.346,0.00305,0,0.439,0.486,82.962,4,207000,TRUE
"Ice Ice Baby","Vanilla Ice","Hip-Hop","7GXXMm3DB1VswVcuGyInUd","3XVozq1aeqsJwpXrEZrDJ9",0.979,0.792,2,-2.784,1,0.0388,0.0025,7.71e-06,0.102,0.583,116.012,4,254466,FALSE
"What U Doin? (Explicit Version)","Big Sean","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dear Mama","2Pac","Hip-Hop","1ZwdS5xdxEREPySFridCfh","6tDxrq4FxEL2q15y37tXT9",0.773,0.54,6,-7.123,1,0.103,0.371,0,0.131,0.322,84.115,4,280000,TRUE
"London Bridge","Fergie","Hip-Hop","3r17AfJCCUqC9Lf0OAc73G","4aXrH2a9Tk92CGaSTe9NYU",0.77,0.608,1,-5.889,1,0.358,0.212,0,0.162,0.645,90.953,4,241306,TRUE
"God's Plan","Drake","Hip-Hop","3TVXtAsR1Inumwj472S9r4","6DCZcSspjsKoFjzjrWoCdn",0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4,198973,TRUE
"Hustler Musik","Lil Wayne","Hip-Hop","55Aa2cqylxrFIXC767Z865","2334WaCjswLcRIRgTTPWaZ",0.661,0.746,8,-2.223,0,0.25,0.362,0,0.454,0.678,83.935,4,303666,TRUE
"All The Stars (with SZA)","Kendrick Lamar","Hip-Hop","2YZyLoL8N0Wb9xBt1NhZWg","3GCdLUSnKSMJhs4Tj6CV3s",0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,4,232186,TRUE
"Big Pimpin'","Jay-Z","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devil In A New Dress","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","1UGD3lW3tDmgZfAVDh6w7r",0.435,0.76,8,-4.935,0,0.0721,0.0175,0,0.158,0.206,80.082,4,351946,TRUE
"Daddy Issues","The Neighbourhood","Hip-Hop","77SW9BnxLY8rJ0RciFqkHh","5E30LdtzQTGqRvNd7l6kG5",0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4,260173,FALSE
"Hotel Room Service","Pitbull","Hip-Hop","0TnOYISbd1XYRBk9myaseg","74uWlKHJYEyfdsRhcJiUKT",0.849,0.599,6,-8.164,1,0.227,0.00301,0.000294,0.0757,0.763,126,4,238506,FALSE
"Ghostwriter","RJD2","Hip-Hop","1O3ZOjqFLEnbpZexcRjocn","0B7RcvBE9ETp5wntkc5VeX",0.537,0.677,5,-8.573,0,0.0417,0.139,0.507,0.851,0.57,101.167,4,272741,FALSE
"Shame on a Nigga","Wu-Tang Clan","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Love Me Harder","Ariana Grande","Hip-Hop","66CXWjxzNUsdJxJ2JdwvnR","3XhZO6P0xUC1LUFLAueRaf",0.483,0.714,1,-4.389,0,0.0331,0.00974,0,0.0763,0.245,99.029,4,236133,FALSE
"Needed Me","Rihanna","Hip-Hop","5pKCCKE2ajJHZ9KAiaK11H","4pAl7FkDMNBsjykPXo91B3",0.671,0.314,5,-8.091,0,0.244,0.11,0,0.0825,0.296,110.898,4,191600,TRUE
"Wild Ones (feat. Sia)","Flo Rida","Hip-Hop","0jnsk9HBra6NMjO2oANoPY","1NpW5kyvO4XrNJ3rnfcNy3",0.608,0.86,5,-5.324,0,0.0554,0.0991,0,0.262,0.437,127.075,4,232946,FALSE
"Father Stretch My Hands Pt. 1","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","4KW1lqgSr8TKrvBII0Brf8",0.724,0.573,7,-4.113,1,0.0549,0.118,0,0.538,0.438,113.088,4,135920,TRUE
"Cure for the Itch","Linkin Park","Hip-Hop","6XyY86QOPPrYVGvF9ch6wz","0aOXvRZZJ2i874kZCvb7Z0",0.752,0.677,0,-7.376,0,0.214,0.163,0.0509,0.234,0.848,99.984,4,157200,FALSE
"Sky Might Fall","Kid Cudi","Hip-Hop","0fA0VVWsXO9YnASrzqfmYu","6gyaXDZS45uIpyETSTibQ9",0.565,0.722,10,-7.565,0,0.141,0.252,0.107,0.245,0.347,194.276,4,220906,TRUE
"Ridin' Solo","Jason Derülo","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hustlin'","Rick Ross","Hip-Hop","1sBkRIssrMs1AbVkOJbc7a","3hQCHzkE5oSA3F1xM8bpcM",0.502,0.652,9,-7.224,1,0.3,0.0848,0,0.0675,0.648,136.08,4,254093,TRUE
"Don't Phunk with My Heart","Black Eyed Peas","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"What's The Difference","Dr. Dre","Hip-Hop","6DPYiyq5kWVQS4RGwxzPC7","1SWVDBtw6h3tm9OehOkDhv",0.772,0.821,11,-0.14,0,0.25,0.223,0,0.148,0.77,91.921,4,244200,TRUE
"Airplanes (feat. Hayley Williams)","B.o.B","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Love Yourself","Justin Bieber","Hip-Hop","1uNFoZAHBGtllmzznpCI3s","1f8zcJPvJKvxAOjEqM0pyc",0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,4,233720,FALSE
"Touch The Sky","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","2dxjKgT0li4qBI3QwuN9Ih",0.552,0.846,9,-4.912,1,0.342,0.0114,0,0.309,0.554,98.56,1,236600,TRUE
"I Get Up","J. Cole","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Positions","Ariana Grande","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simple As...","Kid Cudi","Hip-Hop","0fA0VVWsXO9YnASrzqfmYu","77fcAXl6MsFPtFJG45zTUE",0.802,0.742,1,-4.607,1,0.111,0.265,0.000287,0.63,0.512,95,4,151333,TRUE
"Work","Rihanna","Hip-Hop","5pKCCKE2ajJHZ9KAiaK11H","72TFWvU3wUYdUuxejTTIzt",0.725,0.534,11,-6.238,1,0.0946,0.0752,0,0.0919,0.558,91.974,4,219320,TRUE
"Fire Coming Out of the Monkey's Head","Gorillaz","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m.A.A.d city","Kendrick Lamar","Hip-Hop","2YZyLoL8N0Wb9xBt1NhZWg","2MSQcDvGvd8p5W5VynKEds",0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048,4,350120,TRUE
"Famous","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","19a3JfW8BQwqHWUMbcqSx8",0.465,0.735,6,-3.715,1,0.117,0.0711,0,0.0975,0.409,173.935,4,196040,TRUE
"A.D.H.D","Kendrick Lamar","Hip-Hop","2YZyLoL8N0Wb9xBt1NhZWg","2Fw5S2gaOSZzdN5dFoC2dj",0.609,0.799,9,-6.883,1,0.24,0.33,0,0.108,0.582,157.74,4,215509,TRUE
"Can't Help But Wait","Trey Songz","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweet Life","Frank Ocean","Hip-Hop","2h93pZq0e7k5yf4dywlkpM","6fbjdXZNtoAJbJZUeT87Ii",0.479,0.558,11,-6.074,1,0.179,0.227,0,0.0808,0.8,83.465,4,262680,TRUE
"Passionfruit","Drake","Hip-Hop","3TVXtAsR1Inumwj472S9r4","5mCPDVBb16L4XQwDdbRUpz",0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,4,298940,TRUE
"Good Morning","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","6NxUUYQd5svWL6SbivGMS0",0.48,0.631,7,-5.488,1,0.116,0.0791,0.000105,0.149,0.515,84.166,4,195093,TRUE
"Don't Matter","Akon","Hip-Hop","0z4gvV4rjIZ9wHck67ucSV","3JOj5NmHsGgFKuYFihIttg",0.795,0.456,2,-6.064,1,0.04,0.231,0,0.228,0.375,125.261,4,293066,TRUE
"Bootylicious","Destiny's Child","Hip-Hop","1Y8cdNmUJH7yBTd9yOvr5i","31CsLSgn0HdZEVC8Bnnmvr",0.835,0.833,1,-4.364,0,0.284,0.00247,0,0.171,0.586,103.358,4,207733,FALSE
"3005","Childish Gambino","Hip-Hop","73sIBHcqh3Z3NyqHKZ7FOL","2ZltjIqztEpZtafc8w0I9t",0.472,0.448,6,-7.272,0,0.326,0.113,0,0.0914,0.636,166.077,4,234215,TRUE
